gene	leverage
CDH17	-0.0956
IMPA2	-0.5254
DCLK3	-0.681
CLK4	-0.8935
CLSTN2	-0.4853
CLUH	-0.4214
RPL26L1	-0.4363
CNPY3	-0.4909
CNPY4	-0.4617
SIGLECL1	-0.6826
CSHL1	-0.8112
CSRNP2	-0.5232
CSRNP3	-0.6965
CYP2D6	-0.3396
CYP2D7	-0.3396
DAZL	-0.7053
DAZ2	-0.6858
DAZ3	-0.6606
DAZ4	-0.584
DDT	-0.7963
H1FOO	-0.7932
DKFZP686A11192	-0.6411
NCS1	-0.2302
RAB5B	-0.5003
TOM1	-0.6292
EEF1B2	-0.1063
MPV17	-0.4475
UNC45A	-0.2579
FIBP	-0.4563
SIGLEC14	-0.5702
G22P1	-0.4509
GARS1	-0.6257
ZACN	-0.5788
GOT1L1	-0.8582
GPT2	-0.7484
PIGS	-0.7004
PIGT	-0.632
PIGU	-0.6791
GRID1	-0.5991
SRD5A2L2	-0.5035
TMX4	-0.3396
PRODH	-0.5901
SHCBP1L	-0.5901
HTR3B	-0.7699
HTR3D	-0.7857
HTR3E	-0.7857
LRP12	-0.5183
USP49	-0.3374
IDE	-0.3491
INPP1	-0.5382
INPP5J	-0.5556
IPMK	-0.5099
MYRIP	-0.5077
SHTN1	-0.7232
L1TD1	-0.6669
SLC35B2	-0.8799
MT3	-0.7878
ST8SIA4	-0.7935
PDE8A	-0.7088
OTUD4	-0.6845
PGAP1	-0.7128
RHBDL1	-0.8966
RLN1	-0.9573
SGA56M	-0.6211
TTLL12	-0.6669
ZNF501	-0.6669
CSTA	-0.3332
GABRA3	-0.3415
GRK2	0.16
HSD11B1	-0.31
MRPL10	-0.1607
MRPL9	-0.1334
NDUFA9	-0.1794
RAB3A	0.0007
RPL38	0.0168
RPS15	0.1137
RPS20	0.1476
SDC3	-0.1012
MAPKSP1	-0.7378
GLRX	-0.6732
EPS8L1	-0.6874
EPS8L2	-0.873
GJA3	-0.3504
SPG20	-0.5648
NIT1	-0.6398
GARS	-0.7561
UBASH3A	-0.8702
EXD3	-0.529
KCNQ5	-0.3038
GRK4	-0.0092
PPEF1	-0.4935
PCP4	-0.6664
GAL3ST4	-0.7364
HN1L	-0.6757
C9orf46	-0.5277
ILVBL	-0.7364
XRCC6BP1	-0.7364
CBS	-0.4546
F8A1	-0.7267
CXorf27	-0.77
PRPF40B	-0.4612
C15orf63	-0.77
FAM57A	-0.669
TEX28	-0.8481
DNALI1	-0.6975
SLC7A8	-0.5969
SLC7A7	-0.6905
SLC7A10	-0.6905
SLC22A11	-0.6296
ALPL	-0.1718
CCDC50	-0.8025
JUB	-0.5385
KIAA1683	-0.4827
OGDH	-0.2733
FAM103A1	-0.3942
NEU4	-0.3771
SLC35A2	-0.3334
SMCP	-0.4114
CPSF3L	-0.2338
C10orf62	-0.1337
FBXL18	0.0505
DHRS1	-0.3445
C12orf12	-0.2822
FAM113A	-0.61
C4orf42	-0.61
DLK2	-0.4089
CHST1	-0.4769
FAM189A2	-0.8623
MRPL20	-0.0847
DLGAP3	-0.4411
NRD1	-0.8981
WISP1	-0.8579
RHBDF1	-0.935
KCNJ1	-0.6048
RCVRN	-0.5913
RLBP1	-0.5368
SPR	-0.6092
SEC14L1	-0.6587
C2CD2L	-0.8491
MYO7A	-0.4657
CLCN3	-0.575
MPP1	-0.6089
BCAM	-0.7084
GJA8	-0.3439
GJB3	-0.3999
KIRREL	-0.6957
GJC1	-0.2638
NAGPA	-0.5588
CABP2	-0.8493
AGFG2	-0.8761
DNAJC14	-0.7342
GALNT10	-0.2034
GALNT12	-0.1961
FXYD7	-0.7449
ITIH2	-0.3544
SLC9A7	-0.7558
C2orf88	-0.851
MIP	-0.4571
TMEM8B	-0.8214
GDPD2	-0.5719
NDUFB3	-0.2121
SLC22A9	-0.6528
SLC26A3	-0.4851
KRT13	-0.3643
GALNTL2	-0.9191
ACAA2	-0.4969
ACBD3	-0.6469
ACKR1	-0.7882
OGDHL	-0.3999
ATP6AP2	-0.6296
SERPINC1	-0.2464
HBB	-0.2319
SERPIND1	-0.2645
MAK	-0.7967
PPM1K	-0.5673
BZW1	-0.5068
CD21	-0.6008
CD200R1	-0.6315
CD300C	-0.6841
CD300E	-0.6756
CD300LB	-0.6841
UCKL1	-0.7126
CLEC5A	-0.4497
GGH	-0.09
SERPINA5	-0.3754
SERPINE2	-0.4889
F13B	-0.7126
TBC1D3	-0.6899
KRT83	-0.3965
HCN1	-0.8011
IGLL5	-0.7065
IL18BP	-0.7427
KIRREL3	-0.8349
ZNF202	-0.7043
SLIRP	-0.4383
MARCO	-0.7881
PANX1	-0.7012
TBC1D16	-0.6287
SCN4A	-0.6221
SIGLEC15	-0.6841
TIMM10B	-0.7051
TREM1	-0.6756
UPRT	-0.6847
ACKR3	-0.0242
MT-ND4	-0.2001
TENC1	-0.6976
OPCML	-0.2403
ERI3	-0.7978
PTPRD	-0.507
RGL4	-0.6402
ABI3	-0.4667
LRRC23	-0.9665
ERAP1	-0.4655
SYN3	-0.9447
SLC1A2	-0.7599
LY9	-0.6029
SEC14L2	-0.9473
GANAB	-0.6018
CLIC3	-0.8554
AURKAIP1	-0.1051
NECAB3	-0.6413
CLCA1	-0.424
GPRASP2	-0.7327
EMCN	-0.8532
PODXL2	-0.7323
C3orf63	-0.7325
AGR3	-0.8657
TIMM50	-0.423
RARRES3	-0.7705
HSD17B10	-0.2562
CUGBP1	-0.7466
PHKB	-0.1731
RBM41	-0.366
CLCA2	-0.4393
C6orf47	-0.7138
CCDC17	-0.8513
NDUFS6	-0.1635
C13orf34	-0.6055
CCDC47	-0.7897
CLIC6	-0.852
GPSM3	0.05
MAN2C1	-0.7945
COL25A1	-0.295
TM2D1	-0.6664
TEX10	-0.413
ZFP2	-0.8713
ST6GAL1	-0.2435
BAT2	-0.2319
MAP2	-0.4037
IZUMO1	-0.8049
PTGFRN	-0.7456
ADAM2	-0.4855
CPLX3	-0.2233
CPLX4	-0.2233
PRRT2	-0.487
NOVA1	-0.4928
PITPNB	-0.9274
STXBP6	-0.1406
STXBP5	-0.2192
STX12	0.1728
SCGN	-0.8245
CCDC141	-0.8328
SNAP23	0.1149
TTC7B	-0.7064
FAM126A	-0.7064
TMEM150A	-0.7804
TBC1D3C	-0.8394
CHML	0.0901
C10orf88	-0.6665
ADCK1	-0.8576
AAG1	-0.5019
CASP5	-0.4829
EIF1	-0.4879
EIF2S3B	-0.4763
EIF4E2	-0.4218
PEX3	-0.1837
SLC27A2	-0.3483
RPL27A	0.0007
PEX10	-0.1891
PEX12	-0.1872
PEX13	-0.1766
PEX14	-0.1332
PEX5	-0.1774
TYSND1	-0.4197
ATP5F1B	-0.0932
GLRX3	-0.2743
ACOT2	-0.3903
ACOT4	-0.4121
CCT3	0.136
CAND1	0.1093
GIP	-0.3077
CNOT6L	-0.4581
AGPS	-0.4088
GNPAT	-0.3523
ATP5F1A	-0.2777
AK6	-0.2829
RNF115	-0.1086
MARCH5	-0.4127
PALB2	-0.3431
SERP1	-0.4252
UBL4A	-0.4034
WRB	-0.5292
TRMT112	-0.622
AMACR	-0.4121
DERL1	-0.3262
DERL3	-0.5808
UBE2D4	-0.0961
ANKRD9	-0.3281
CCDC22	0.0377
RNF7	-0.0853
UBE2F	-0.4211
DAO	-0.3506
RAB23	-0.4102
DKFZP686D0638	-0.5254
SAG	-0.0627
APCDD1	-0.7243
CHMP1A	-0.3611
DNER	-0.5976
APOBEC3B	-0.4929
APOBEC3F	-0.5222
RPS19	0.1179
CBLL2	-0.8088
FBXL15	-0.0895
PPM1B	-0.6761
UBE2L5	-0.7554
STK36	-0.5543
ARRDC4	-0.8216
ASB1	-0.3281
ASB5	-0.3281
ASB10	-0.3281
ASB11	-0.308
ASB12	-0.3281
ASB13	-0.2117
ASB14	-0.3281
ASB15	-0.3281
ASB18	-0.3281
ASB2	-0.1297
ASB3	-0.3124
ASB4	-0.3019
ASB7	-0.3281
ASB8	-0.2964
ASB9	-0.3082
HIST1H4G	-0.4745
HIST1H4H	-0.4745
MCMDC2	-0.3425
SEC61A1	-0.4278
PARN	-0.2015
ATG4C	-0.4315
UVRAG	-0.0763
GEN1	-0.4662
RAD51AP1	-0.4271
RAD51B	-0.4512
RAD51D	-0.3916
XRCC2	-0.432
TMEM30A	-0.4409
ATP5F1C	-0.3009
STOM	-0.2929
TMEM30B	-0.4413
MCM4	-0.1104
MCM8	-0.1848
EIF4ENIF1	-0.2576
ATXN3L	-0.6428
AUP1	-0.8025
FBXO2	0.0068
BAAT	-0.406
LNX1	0.1959
RPS23	0.138
PTCH2	-0.56
UBE2J1	-0.591
DKFZP686J1569	-0.4104
FLJ00323	-0.3463
HCC5	-0.3463
MCM9	-0.3181
RPL27	0.0475
CNOT8	-0.4236
PABPC4	0.0073
CNOT10	-0.4247
CNOT11	-0.4836
CNOT4	-0.3041
DCUN1D3	-0.3007
FBXL13	-0.142
FBXL14	-0.142
FBXL16	-0.1244
FBXL19	-0.142
FBXL20	-0.1067
FBXL21P	-0.1299
FBXL22	-0.142
FBXL3	-0.1119
FBXL4	-0.1277
FBXL5	-0.1161
FBXL8	-0.1277
FBXO15	-0.1277
FBXO17	-0.112
FBXO21	-0.1335
FBXO27	-0.1273
FBXO4	-0.0942
FBXO40	-0.142
FBXO41	-0.142
FBXO44	-0.1277
FBXO7	-0.076
FBXO9	-0.1159
FBXW10	-0.142
FBXW12	-0.142
FBXW8	-0.1146
FBXW9	-0.142
HECTD2	-0.346
LONRF1	-0.346
RNF114	-0.1477
RNF19A	-0.2264
RNF19B	-0.3009
RNF213	-0.3382
RNF217	-0.346
TRIM36	-0.346
TRIP12	-0.1067
UBR2	-0.3165
UNKL	-0.346
WSB1	-0.0921
ZNRF1	-0.1986
ZNRF2	-0.346
RPS12	0.0553
RPS21	0.0815
RPS4Y1	0.0907
RPSA	0.1482
CATSPER1	-0.2539
GFPT2	-0.6251
EIF1B	-0.6749
RPL13A	0.109
FEM1C	-0.3235
KCTD6	-0.3337
KLHL41	-0.3647
LRRC41	-0.198
SPSB2	-0.2796
SPSB3	-0.2841
SPSB4	-0.2796
SRD5A2	-0.4713
TULP4	-0.3281
RCN3	-0.4212
TSC22D1	-0.5552
RPL9	0.0009
CCDC87	-0.5836
CCDC93	-0.3112
COMMD2	-0.409
CPNE4	-0.2268
VPS35L	-0.4353
PLK-1	-0.5441
MARCH2	-0.8316
CRNN	-0.567
HIPK3	-0.3969
H2BFS	-0.2739
HIST2H2BC	-0.2739
HIST2H2BD	-0.2739
CHMP1B	-0.4348
MITD1	-0.5993
TM9SF1	-0.6771
TTC19	-0.1518
CHMP4BP1	-0.7486
NLRX1	-0.5274
CLPP	-0.0427
CLPX	-0.498
PAIP1	-0.3776
COMMD6	-0.4596
COMMD7	-0.4596
CRAT	-0.4121
CTSA	-0.6944
SPOPL	-0.6233
RAB40A	-0.564
RAB40AL	-0.564
RAB40C	-0.4729
CYHR1	-0.8164
GSTK1	-0.059
MAGT1	-0.5198
STT3A	-0.4924
TUSC3	-0.3834
LOC102724159	-0.5817
DDO	-0.3931
OSTC	-0.5582
SEC61A2	-0.4032
STT3B	-0.2574
DDX55	-0.5543
DECR2	-0.4121
DKFZP434K0126	-0.4901
HM13	-0.6534
UBXN6	-0.6876
YOD1	-0.7287
EDEM1	-0.6579
HHAT	-0.7531
HHIP	-0.5908
DHRS4	-0.4121
TECR	-0.4225
TECRL	-0.4998
POP1	-0.6952
DISP1	-0.7658
DISP2	-0.7658
SCUBE2	-0.7413
UBXN2A	-0.5917
DKFZP666H126	-0.4573
NEURL1B	-0.8642
USP46	-0.9604
FOXRED2	-0.8491
DNAJC24	-0.6373
DPH2	-0.6373
DPH3	-0.6241
DPH5	-0.6373
DPH6	-0.6373
DPH7	-0.6373
DPP7	-0.4774
DYRK4	-0.9765
ECH1	-0.2552
ECI2	-0.4121
EEF2KMT	-0.6373
SECISBP2L	-0.746
EVC	-0.621
EVC2	-0.3859
EIF1AY	-0.2925
IFIT1B	-0.7487
FARSB	-0.5247
EIF3S9	-0.6862
EIF3S6	-0.7495
JOSD1	-0.7043
ZC3H7B	-0.1836
EIPR1	-0.739
EME2	-0.7743
EPHX2	-0.3667
TMUB2	-0.5939
N6AMT1	-0.6125
TMPRSS11B	-0.6818
FBXO24	-0.739
NEURL4	-0.7709
MANBA	-0.5763
TOR1B	-0.4888
NBR1	-0.296
GLCCI1	-0.7762
TRPS1	-0.5939
GSC2	-0.8526
HACL1	-0.3903
HAO1	-0.4121
HAO2	-0.4121
PEX5L	-0.405
NCCRP1	-0.8237
HMGCL	-0.2721
HIP2	-0.8193
PRIC295	-0.7386
UBE2Q1	-0.4875
JKAMP	-0.7671
LARP4	-0.4207
LGALS9B	-0.8216
LMBR1L	-0.658
LONP2	-0.4121
MINDY3	-0.6123
MSI2	-0.3916
NELL2	-0.4077
SVIP	-0.465
NUDT19	-0.4121
NUDT7	-0.4121
OST4	-0.5237
PAOX	-0.4121
PBR	-0.5708
PECR	-0.403
PHYH	-0.1343
PIPOX	-0.4015
ZSCAN18	-0.4957
REPIN1	-0.1975
POP4	-0.7328
POP5	-0.7148
POP7	-0.6467
PRMT3	-0.2685
SLF2	-0.8557
USP32	-0.9198
RPLP0P6	-0.5636
SRBD1	-0.5195
TMCO1	-0.5252
RPS26P11	-0.2797
ZNF277	-0.1888
UBL5	-0.3386
SDHC	-0.4191
SDHD	-0.4191
TRAM1L1	-0.5301
SUCO	-0.6123
ZNF747	-0.688
TGM3	-0.8201
TIFAB	-0.9529
TRIL	-0.8476
WDFY1	-0.8476
TRIML1	-0.9683
TSPO2	-0.5708
VCPKMT	-0.476
VIPAS39	-0.7012
SORL1	-0.2622
FAM175B	-0.7433
TMEM139	-0.7433
PSKH1	-0.8586
TNPO3	-0.5488
SYNRG	-0.6388
AFTPH	-0.7791
SMAP1	-0.7138
FSHB	-0.3389
FAM46C	-0.6031
NDUFA5	-0.037
AP1AR	-0.7726
LRP3	-0.599
KIAA1310	-0.9332
CCDC127	-0.8114
C1orf124	-0.8114
CUEDC1	-0.7433
DAZAP2	0.0943
EVI5L	-0.5386
C11orf68	-0.7511
EGFL6	-0.7312
SNX24	-0.725
WDR47	-0.7794
PAFAH1B2	-0.5696
LRPAP1	-0.4358
TIMM22	-0.6234
ANXA13	-0.7865
PRRG2	-0.8473
HEBP2	-0.7911
SYPL1	-0.6663
DSCAML1	-0.8723
SLC6A5	-0.5773
TRARG1	-0.845
SUSD6	-0.9666
MECR	-0.845
C5orf22	-0.8964
ODF1	-0.6111
COLGALT2	-0.7763
PIK3IP1	-0.7384
KBTBD10	-0.6807
LEPRE1	-0.7035
FAR1	-0.4729
ESYT2	-0.6123
C1QTNF5	-0.6568
CCDC116	-0.0766
FKBP10	-0.573
IDH2	-0.5092
GABARAPL1	0.0463
C14orf139	-0.6472
SRFBP1	-0.6319
HADH	-0.7035
LGALS8	-0.4717
SEPTIN9	-0.735
ZBTB46	-0.997
TOMM40	-0.5749
MAGEB18	-0.8222
MT-CO3	-0.4001
KIAA1967	-0.9015
GUCY1A3	-0.8877
TXLNA	-0.2311
ZCCHC10	-0.5638
MTFR1	-0.8162
USP9Y	-0.9079
SEPT4	-0.8551
AIMP1	-0.5105
QARS	-0.3003
ALG2	-0.7464
GABARAPL2	0.0409
BLMH	-0.2024
DKFZP686L0869	-0.6959
DKFZP686L17145	-0.6959
IARS1	-0.6959
FRG1	-0.5983
LOC388524	-0.7053
LRRC47	-0.9539
SCARA5	-0.8555
TTLL1	-0.4154
KCTD21	-0.8038
MYCBPAP	-0.6574
URB1	-0.507
OTUD1	-0.9702
RHBDD3	-0.785
SGTB	-0.6225
MRPS22	-0.1454
MRPS7	-0.1484
FIS1	-0.4321
DLGAP4	-0.3903
STX1A	0.322
STX7	0.0726
LGI3	-0.3606
LLGL1	-0.1971
VPS18	-0.0656
CYB5A	-0.3327
OTOF	-0.3092
VAPA	-0.2952
NAPA	0.003
STX16	0.1316
APBA1	-0.0936
CNTNAP3	-0.5698
CPLX1	-0.0853
LIN7A	-0.0756
NRXN1	-0.0542
NRXN2	-0.2066
NRXN3	-0.252
PPFIA3	-0.2159
RIMS1	-0.1991
NSG1	-0.4549
BLOC1S6	-0.3642
SNAP47	-0.1505
VTI1A	-0.0671
STX5A	-0.0865
STX17	0.1164
ATP4B	-0.1314
STX1B	0.0737
DKFZP686L1857	-0.1124
STX11	0.1196
STX16-NPEPL1	0.0188
STX19	0.0253
STX2	0.0757
STX3	0.0828
STX4A	-0.1124
TSNARE1	0.0188
ATP9A	-0.7451
NSF	0.1354
BNC1	-0.443
ERC2	-0.6579
NDRG4	-0.7595
RAB11B	-0.0095
CPLX2	-0.3167
NAPB	-0.2717
LLGL2	-0.2307
DKFZP564P2364	-0.2258
VPS11	-0.0344
HCCS1	-0.3622
HEL-S-290	-0.394
NAPG	-0.1957
NBLA04300	-0.3539
STXBP5L	-0.2927
DNAJC13	-0.575
RPH3A	-0.3449
GET3	-0.8258
KCNB1	-0.1687
RAB3C	-0.4053
SLC23A1	-0.5591
SYT7	-0.0347
RAB26	-0.5977
SYTL4	-0.2471
VPS33A	-0.3424
SNPH	-0.1849
STXBP2	-0.2889
SYT6	-0.2555
SYT8	-0.1971
SYNGR1	-0.7451
SYNGR2	-0.7451
WHAMMP3	-0.6549
SEPT5	-0.4744
TXLNB	-0.5913
CXorf15	-0.8275
STX1B1	-0.8212
SLC6A1	-0.6381
SLC38A2	-0.9346
MPP7	-0.7231
EEA1	-0.4301
HAPLN2	-0.887
PLAGL2	-0.7888
STIM2	-0.5374
WBP5	-0.7632
PSG5	-0.7632
ERMAP	-0.8516
DBN1	-0.514
MYL4	-0.3797
ACON	-0.598
TNNT2	-0.3678
MYBPC1	-0.4239
MYBPC2	-0.3796
NEB	-0.3122
TCAP	-0.1943
TMOD1	-0.4288
TNNC1	-0.4198
TNNI2	-0.2832
ADAMTSL2	-0.717
KXD1	-0.5503
MST096	-0.5503
MATN2	-0.2608
TMEM47	-0.7384
HEL-S-284	-0.598
PLEKHH2	-0.9304
CLCN5	-0.7166
CASKIN1	-0.7047
THEG	-0.4621
GART	-0.7856
REEP6	-0.7335
PCDH18	-0.1866
GABRR2	-0.7288
REXO1	-0.8046
KARS	-0.7331
CNTN6	-0.7727
OMP	-0.8459
SIRT5	-0.409
WDR65	-0.4831
CEP110	-0.9465
USP53	-0.5305
FBXO28	-0.5305
SETD5	-0.2329
C5orf55	-0.4571
TRPT1	-0.5305
LUM	-0.1671
NGFRAP1	-0.4141
NUBP1	-0.5814
MTIF2	-0.154
GPR135	-0.68
KRT15	0.0071
C3	0.0675
CCR7	0.1444
GALR2	-0.2166
PDLIM1	-0.4051
MYPN	-0.4446
PKD2L1	-0.4005
SYNPO2L	-0.4498
CALCRL	-0.5077
GIPR	-0.4272
VIPR2	-0.3948
TSHB	-0.3701
ADGRD2	-0.8173
RAMP3	-0.4609
EXT1	-0.496
EXT2	-0.4724
GLCE	-0.5337
HPSE2	-0.5337
HS2ST1	-0.5155
HS3ST1	-0.5337
HS3ST2	-0.5337
HS3ST3A1	-0.5337
HS3ST3B1	-0.5337
HS3ST5	-0.5337
HS3ST6	-0.5337
HS6ST1	-0.5155
HS6ST2	-0.5155
NDST1	-0.516
NDST2	-0.5337
F12	-0.4175
STOML2	-0.1996
TRPC7	-0.7293
LMLN	-0.6652
TTPA	-0.7396
CD96	-0.8042
USP17L2	-0.7365
CLEC2D	-0.8333
LY75	-0.9722
COL23A1	-0.2949
GJD3	-0.4595
TEX19	-0.5217
DHX33	-0.7059
TJAP1	-0.2966
LRFN4	-0.4555
GJB4	-0.4996
F11	-0.5019
FAM40A	-0.7902
FUNDC2	-0.4941
GJB5	-0.5049
P2RX2	-0.5311
P2RX3	-0.5895
P2RX6	-0.5581
SLC39A12	-0.4499
GJC3	-0.6179
GUCA2B	-0.7934
TKFC	-0.8202
KCNE1B	-0.7367
STRIP1	-0.7902
STRIP2	-0.7902
MAP7D3	-0.9236
MEGF8	-0.3592
MOSMO	-0.8039
PLEKHA2	-0.741
PPM1H	-0.9156
TACSTD2	-0.5611
CELSR2	-0.1888
DDX4	-0.4693
GNAT3	0.2001
OGN	-0.2122
NUDT14	-0.7658
GABRB3	-0.369
ST7	-0.8241
MKL2	-0.6348
FHIT	-0.822
FDXR	-0.715
PIN4	-0.6127
SLC16A2	-0.8649
RGN	-0.9104
PYGB	-0.3732
FXN	-0.27
RBM9	-0.2088
AP4M1	-0.6114
SLC6A8	-0.8883
GNB2L1	-0.0
RUFY2	-0.9449
TRA	-0.6742
RHBDL2	-0.9177
P2RX4	-0.5773
GNMT	-0.523
CDK5RAP1	-0.7915
TRPM2	-0.8144
KCNG3	-0.3289
KCNV2	-0.3289
KCNG4	-0.35
KCNG1	-0.35
MAP7	-0.9621
TES	-0.6789
KCNV1	-0.35
CNNM3	-0.2398
C1orf61	-0.8607
TSSC4	-0.7742
C8orf33	-0.5051
CDAN1	-0.9175
SLC39A1	-0.8411
CAMK2N1	-0.8563
HPCA	-0.5712
ZDHHC8	-0.8895
SPOCK2	-0.8044
SPTLC1	-0.3667
SLC25A34	-0.7203
SDHB	-0.1217
KTI12	-0.8349
RBM45	-0.8349
LYPLA2	-0.7097
ALDH5A1	-0.8198
ABCB4	-0.8034
NUBP2	-0.5755
CIAO2B	-0.5973
RECQL4	-0.5194
BAIAP3	-0.6534
PDZD2	-0.5661
PHYHIP	-0.4005
ALDH1A3	-0.4315
SPG7	-0.1887
LAGE3	-0.701
AKR1E2	-0.6312
SMOX	-0.6877
ANXA11	-0.4903
ALOX15	-0.9764
MKKS	-0.2404
ARID3C	-0.9758
BBIP1	-0.5687
LIAT1	-0.8122
MZF1	-0.4825
CADM1	-0.432
SETDB2	-0.8057
BARX1	-0.798
CCDC155	-0.6071
FATE1	-0.5628
RAD54L	-0.568
TWNK	-0.6169
SPATA18	-0.7751
PHLDA3	-0.63
ZNF326	-0.8102
DEFB4A	-0.6961
PC	-0.4653
NFS1	-0.4418
MPO	-0.4563
HPGDS	-0.4135
DKFZP434J1672	-0.6277
RAD54B	-0.4625
POLG	-0.7843
PPIP5K2	-0.712
FIGNL1	-0.4314
FOXN2	-0.6761
FOXD4	-0.747
SPIN1	-0.5292
HIRIP3	-0.3106
SFMBT1	-0.6147
HUS1B	-0.744
TMEM219	-0.9134
PPIP5K1	-0.721
TDO2	-0.6526
LSS	-0.6429
MGME1	-0.8518
OCA2	-0.8135
SLC45A2	-0.8135
PARPBP	-0.6277
SSBP1	-0.7675
POU6F1	-0.9169
PRELID3A	-0.8737
PRELID3B	-0.8737
PRMT9	-0.6116
SWI5	-0.6213
SLC6A6	-0.8953
SSX7	-0.8391
TMEM135	-0.6429
TAF11L11	-0.5922
TAF11L12	-0.5922
TAF11L13	-0.5922
TICRR	-0.7713
ZNF18	-0.8835
MUC2	-0.2712
GRK5	-0.0635
SCO2	-0.417
VCAN	-0.0501
CSDA	-0.8196
TRO	-0.7322
PCDH7	-0.1774
SYTL2	-0.4013
PPP1R2P9	-0.7207
CASC5	-0.7017
SCN2A1	-0.7998
KIAA1949	-0.7207
NXN	-0.7257
SGOL2	-0.7114
C9orf75	-0.7207
C1orf114	-0.7207
ITGB1BP3	-0.4537
NPDC1	-0.3512
C7orf64	-0.2269
PHF17	-0.7434
CD5L	-0.81
RBMS1	-0.7685
BPY2	-0.7888
SHFM1	-0.8921
S100P	-0.7526
ENSA	-0.5873
IKBKAP	-0.448
C1D	-0.2761
EMID2	-0.7392
CDYL	-0.6117
MDS1	-0.7195
NHP2L1	-0.6176
BPY2B	-0.8142
BPY2C	-0.7888
BTG3	-0.2722
GADD45GIP1	-0.1074
GORAB	-0.9343
SHMT1	-0.6259
CSN1S1	-0.8786
C15orf23	-0.6822
C19orf57	-0.5252
CCDC90B	-0.5685
ZNF434	-0.5553
SERF2	-0.3746
LENG8	-0.4135
DNPEP	-0.257
FAM86C	-0.6684
TACO1	-0.2975
IGSF21	-0.203
RCBTB2	-0.9363
FAM115A	-0.6027
FAM134A	-0.4937
CRYGC	-0.5633
HMGXB4	-0.9342
ADH5	-0.2653
MAGEE1	-0.8417
FAM176A	-0.41
FAM190B	-0.7727
B4GALT3	-0.3224
TP53AP1	-0.6684
ABCB8	-0.5759
XPNPEP1	-0.6294
CBR3	-0.3978
RAD51AP2	-0.8632
DHX30	-0.5897
FXYD6	-0.4708
MPHOSPH6	-0.0724
FRMD1	-0.7452
HVPS41	-0.6534
FAT4	-0.2674
INS-IGF2	-0.9268
NBEA	-0.4445
KAL1	-0.8959
GPR125	-0.7084
MRPS34	-0.0967
CPNE2	-0.4963
AKAP2	-0.7454
S100Z	-0.8951
ACO2	-0.4147
AKAP3	-0.5072
AKAP4	-0.4565
NAA35	-0.7928
ATP13A3	-0.9086
TIAF1	-0.7838
CXCR2	0.1461
RP1	-0.8931
ANKRD53	-0.9595
TERB1	-0.6517
DCLRE1B	-0.7002
WDR45B	-0.9833
TBC1D10B	-0.7521
TBC1D10C	-0.7476
TBC1D13	-0.7521
TBC1D24	-0.7521
TINAG	-0.8815
ANKS3	-0.5552
CFD	-0.5182
CFB	-0.5373
CFHR2	-0.6536
CFHR4	-0.5806
CFHR5	-0.5672
DF	-0.6699
GJE1	-0.4653
EMP1	-0.6887
EMP3	-0.695
ZMYM3	-0.9735
MAB21L2	-0.7905
DIMT1L	-0.932
USP40	-0.9516
GPR77	-0.7017
CFP	-0.2306
CFHR3	-0.7094
CFI	-0.3955
VSIG4	-0.7094
HIVEP2	-0.9557
TTN	-0.1007
MYOM2	-0.5037
PDRG1	-0.7533
TUBB2C	-0.6544
PCOLCE2	-0.6367
SERPINH1	-0.0847
ISLR	-0.6889
MXRA8	-0.3496
CRTAP	-0.4095
P3H1	-0.4631
TLL1	-0.5925
COL20A1	-0.426
FBLN2	-0.2886
PDNP1	-0.7485
SRPX	-0.6802
DHDDS	-0.6974
FOXR2	-0.6166
MAN2A1	-0.7548
GIPC2	-0.4452
GIPC3	-0.8477
SHISA6	-0.7118
MRFAP1L1	-0.6908
PB1	-0.9123
RPUSD2	-0.8411
MTMR10	-0.4145
SVEP1	-0.3814
CPXM2	-0.5725
EXPH5	-0.4146
TMEM57	-0.5844
TTC37	-0.2612
MAN1C1	-0.5226
ZNF592	-0.5844
MAN1A2	-0.5844
RMND5A	-0.4704
MTMR11	-0.5844
CLPB	-0.5531
MGAT1	-0.5095
MAN2B1	-0.547
NRAP	-0.7406
TMOD2	-0.868
KIAA1009	-0.9145
DEFA1	-0.501
VSNL1	-0.2708
SLC25A36	-0.5679
COX6C	-0.2504
WFDC2	-0.5859
HSPBAP1	-0.5859
C9orf82	-0.4507
DFNA5	-0.5859
TMEM90B	-0.8956
C10orf2	-0.4975
NDUFB8	-0.1179
MPHOSPH9	-0.7448
GLIPR2	-0.7448
C20orf20	-0.6688
MLIP	-0.7033
C1orf128	-0.6837
SEPT3	-0.713
MAOA	-0.7684
TARS	-0.7886
PTPLB	-0.9286
TMEM222	-0.6096
ST3GAL3	0.0169
WFS1	-0.2715
C4orf27	-0.7805
MRPS31	-0.0703
ACAP3	-0.7142
PDDC1	-0.8287
PRSS23	-0.2104
GFOD1	-0.9002
BAT2L1	-0.2346
USP54	-0.2752
KIAA0913	-0.2752
ALG13	-0.5917
MEGF11	-0.6143
EFCAB4B	-0.5499
MEGF6	-0.3958
SSPO	-0.5806
RPS6KC1	-0.7672
LPHN1	-0.6767
BAI1	-0.532
BAI2	-0.7166
SLC6A12	-0.9291
LPHN2	-0.8429
CENPBD1	-0.6896
CCDC88B	-0.8289
CHPF	-0.2289
LGI4	-0.7792
LGI2	-0.8393
PDZD7	-0.3377
USH1C	-0.2532
WHRN	-0.3264
MYO7B	-0.7504
